bid,chr,pos,mex
1_3063,1,3.063e+19,5.25359974424553
1_3068,1,3.068e+19,5.25359974424553
1_3069,1,3.069e+19,5.25359974424553
1_3070,1,3.07e+19,5.25359974424553
1_3074,1,3.074e+19,5.25359974424553
1_3075,1,3.075e+19,5.25359974424553
1_3076,1,3.076e+19,5.25359974424553
1_3081,1,3.081e+19,5.25359974424553
1_3089,1,3.089e+19,5.25359974424553
1_3106,1,3.106e+19,5.25359974424553
1_3107,1,3.107e+19,5.25359974424553
1_3121,1,3.121e+19,5.25359974424553
1_3124,1,3.124e+19,5.25359974424553
1_3138,1,3.138e+19,6.15978260869565
1_3149,1,3.149e+19,6.0445716112532
1_3150,1,3.15e+19,6.03441176470588
1_3154,1,3.154e+19,6.03726982097186
1_3158,1,3.158e+19,6.13215473145781
1_3166,1,3.166e+19,6.42789002557544
1_3172,1,3.172e+19,7.67537084398977
1_3174,1,3.174e+19,7.21929028132993
1_3185,1,3.185e+19,6.82037723785167
1_3186,1,3.186e+19,6.82037723785167
1_3187,1,3.187e+19,6.82037723785167
1_3198,1,3.198e+19,6.82037723785167
1_3215,1,3.215e+19,5.93946291560102
1_3216,1,3.216e+19,5.95023017902814
1_3220,1,3.22e+19,6.57271099744245
1_3223,1,3.223e+19,6.60114769820972
1_3231,1,3.231e+19,6.14338235294118
1_3254,1,3.254e+19,6.95798380221654
1_3260,1,3.26e+19,6.96347826086957
1_3275,1,3.275e+19,6.96347826086957
1_3276,1,3.276e+19,6.96347826086957
1_3284,1,3.284e+19,6.46367007672635
1_3287,1,3.287e+19,7.83182864450128
1_3299,1,3.299e+19,7.83182864450128
1_3300,1,3.3e+19,7.83182864450128
1_3311,1,3.311e+19,7.83182864450128
1_3312,1,3.312e+19,6.93116687979539
1_3322,1,3.322e+19,6.90170716112532
1_3327,1,3.327e+19,6.64240409207161
1_3332,1,3.332e+19,6.78035805626598
1_3338,1,3.338e+19,6.27833759590793
1_3342,1,3.342e+19,6.28078324808184
1_3346,1,3.346e+19,6.82881713554988
1_3353,1,3.353e+19,6.2104347826087
1_3363,1,3.363e+19,5.93926470588235
1_3367,1,3.367e+19,5.9961253196931
1_3380,1,3.38e+19,5.9961253196931
1_3382,1,3.382e+19,7.43857416879795
1_3383,1,3.383e+19,7.43857416879795
1_3388,1,3.388e+19,3.57501918158567
1_3389,1,3.389e+19,3.57501918158567
1_3396,1,3.396e+19,3.57501918158567
1_3397,1,3.397e+19,3.57501918158567
1_3410,1,3.41e+19,3.57501918158567
1_3415,1,3.415e+19,3.57501918158567
1_3420,1,3.42e+19,3.57501918158567
1_3426,1,3.426e+19,3.57501918158567
1_3432,1,3.432e+19,3.57501918158567
1_3441,1,3.441e+19,3.57501918158567
1_3460,1,3.46e+19,3.57501918158567
1_3466,1,3.466e+19,3.57501918158567
1_3467,1,3.467e+19,3.57501918158567
1_3472,1,3.472e+19,3.57501918158567
1_3481,1,3.481e+19,3.57501918158567
1_3482,1,3.482e+19,3.57501918158567
1_3490,1,3.49e+19,5.85825447570332
1_3494,1,3.494e+19,6.10836956521739
1_3496,1,3.496e+19,6.25241687979539
1_3499,1,3.499e+19,6.8311189258312
1_3504,1,3.504e+19,6.8311189258312
1_3513,1,3.513e+19,6.8311189258312
1_3524,1,3.524e+19,6.24476982097187
1_3557,1,3.557e+19,7.03321611253197
1_3558,1,3.558e+19,7.25128516624041
1_3566,1,3.566e+19,6.93506074168798
1_3574,1,3.574e+19,6.45729113384484
1_3576,1,3.576e+19,7.83912404092071
1_3593,1,3.593e+19,7.83912404092071
1_3595,1,3.595e+19,7.83912404092071
1_3597,1,3.597e+19,7.83912404092071
1_3599,1,3.599e+19,7.83912404092071
1_3616,1,3.616e+19,7.81829923273657
1_3621,1,3.621e+19,7.7968094629156
1_3622,1,3.622e+19,7.77429347826087
1_3650,1,3.65e+19,8.95739130434783
1_3651,1,3.651e+19,8.99277493606138
1_3657,1,3.657e+19,8.67423913043478
1_3680,1,3.68e+19,7.34257033248082
1_3683,1,3.683e+19,7.13533887468031
1_3692,1,3.692e+19,7.12137148337596
1_3712,1,3.712e+19,7.58798593350384
1_3715,1,3.715e+19,8.8937915601023
1_3720,1,3.72e+19,8.8937915601023
1_3721,1,3.721e+19,8.8937915601023
1_3731,1,3.731e+19,8.8937915601023
1_3732,1,3.732e+19,8.8937915601023
1_3739,1,3.739e+19,8.8937915601023
1_3741,1,3.741e+19,8.8937915601023
1_3767,1,3.767e+19,8.8937915601023
1_3772,1,3.772e+19,8.49425191815857
1_3778,1,3.778e+19,8.00514705882353
1_3784,1,3.784e+19,7.78804987212276
1_3785,1,3.785e+19,7.67933503836317
1_3800,1,3.8e+19,6.97143222506393
1_3801,1,3.801e+19,6.95875959079284
1_3813,1,3.813e+19,6.19926257459506
1_3819,1,3.819e+19,5.9213746803069
1_3820,1,3.82e+19,5.75604859335038
1_3825,1,3.825e+19,5.00441815856777
1_3832,1,3.832e+19,5.00441815856777
1_3845,1,3.845e+19,5.00441815856777
1_3855,1,3.855e+19,5.00441815856777
1_3861,1,3.861e+19,5.00441815856777
1_3862,1,3.862e+19,5.00441815856777
1_3863,1,3.863e+19,5.00441815856777
1_3873,1,3.873e+19,5.00441815856777
1_3874,1,3.874e+19,5.00441815856777
1_3879,1,3.879e+19,5.00441815856777
1_3885,1,3.885e+19,5.96271099744245
1_3887,1,3.887e+19,5.51981457800511
1_3888,1,3.888e+19,5.51981457800511
1_3905,1,3.905e+19,6.61485933503836
1_3907,1,3.907e+19,6.61485933503836
1_3911,1,3.911e+19,6.61485933503836
1_3912,1,3.912e+19,5.91990409207161
1_3914,1,3.914e+19,5.85670716112532
1_3921,1,3.921e+19,6.06975703324808
1_3925,1,3.925e+19,5.88957800511509
1_3960,1,3.96e+19,7.05202685421995
1_3973,1,3.973e+19,6.18216751918158
1_3974,1,3.974e+19,6.29682225063938
1_3976,1,3.976e+19,6.18238491048593
1_3984,1,3.984e+19,6.69993606138108
1_3985,1,3.985e+19,6.80157608695652
1_3986,1,3.986e+19,6.74007033248082
1_3989,1,3.989e+19,6.30545396419437
1_3990,1,3.99e+19,6.15805626598465
1_4014,1,4.014e+19,6.17135549872123
1_4035,1,4.035e+19,7.76486572890026
1_4036,1,4.036e+19,7.770952685422
1_4042,1,4.042e+19,7.77086572890026
1_4051,1,4.051e+19,5.88468670076727
1_4052,1,4.052e+19,7.03423913043478
1_4057,1,4.057e+19,6.1641432225064
1_4072,1,4.072e+19,6.95151534526854
1_4073,1,4.073e+19,7.1137915601023
1_4080,1,4.08e+19,7.1137915601023
1_4081,1,4.081e+19,7.1137915601023
1_4110,1,4.11e+19,7.1137915601023
1_4122,1,4.122e+19,7.1137915601023
1_4124,1,4.124e+19,7.1137915601023
1_4128,1,4.128e+19,7.1137915601023
1_4138,1,4.138e+19,6.55283887468031
1_4143,1,4.143e+19,7.38908248081841
1_4147,1,4.147e+19,8.37532608695652
1_4154,1,4.154e+19,8.37532608695652
1_4185,1,4.185e+19,8.37532608695652
1_4196,1,4.196e+19,8.37005754475704
1_4201,1,4.201e+19,7.86535805626598
1_4202,1,4.202e+19,7.56514066496163
1_4212,1,4.212e+19,6.77294757033248
1_4217,1,4.217e+19,7.30907928388746
1_4234,1,4.234e+19,5.96627877237852
1_4252,1,4.252e+19,6.27664961636829
1_4278,1,4.278e+19,6.27664961636829
1_4285,1,4.285e+19,5.89469309462915
1_4292,1,4.292e+19,5.89469309462915
1_4293,1,4.293e+19,5.89469309462915
1_4306,1,4.306e+19,4.90821611253197
1_4311,1,4.311e+19,4.90821611253197
1_4312,1,4.312e+19,4.90821611253197
1_4313,1,4.313e+19,4.90821611253197
1_4314,1,4.314e+19,4.90821611253197
1_4323,1,4.323e+19,4.90821611253197
1_4336,1,4.336e+19,4.90821611253197
1_4350,1,4.35e+19,4.90821611253197
1_4367,1,4.367e+19,5.83202046035805
1_4368,1,4.368e+19,5.77659846547315
1_4369,1,4.369e+19,5.77659846547315
1_4376,1,4.376e+19,5.77659846547315
1_4377,1,4.377e+19,5.81398976982097
1_4397,1,4.397e+19,5.60269341432225
1_4398,1,4.398e+19,5.5927078005115
1_4403,1,4.403e+19,6.18846227621484
1_4416,1,4.416e+19,5.53236572890026
1_4419,1,4.419e+19,4.99253288271831
1_4423,1,4.423e+19,4.98533248081842
1_4435,1,4.435e+19,4.98533248081842
1_4437,1,4.437e+19,4.98533248081842
1_4454,1,4.454e+19,4.98533248081842
1_4480,1,4.48e+19,4.98533248081842
1_4496,1,4.496e+19,5.88622921994885
1_4500,1,4.5e+19,6.08652173913043
1_4510,1,4.51e+19,6.24485294117647
1_4512,1,4.512e+19,6.11104219948849
1_4534,1,4.534e+19,5.95521739130435
1_4537,1,4.537e+19,6.66805626598466
1_4544,1,4.544e+19,6.66805626598466
1_4551,1,4.551e+19,6.72632261600292
1_4563,1,4.563e+19,6.13730179028134
1_4574,1,4.574e+19,5.9704347826087
1_4577,1,4.577e+19,4.5681074168798
1_4578,1,4.578e+19,3.64296675191816
1_4579,1,4.579e+19,3.64296675191816
1_4592,1,4.592e+19,3.64296675191816
1_4593,1,4.593e+19,3.64296675191816
1_4594,1,4.594e+19,3.64296675191816
1_4595,1,4.595e+19,3.64296675191816
1_4606,1,4.606e+19,3.64296675191816
1_4607,1,4.607e+19,3.64296675191816
1_4612,1,4.612e+19,3.64296675191816
1_4613,1,4.613e+19,3.64296675191816
1_4614,1,4.614e+19,3.64296675191816
1_4623,1,4.623e+19,3.64296675191816
1_4641,1,4.641e+19,6.79259164535379
1_4642,1,4.642e+19,7.01528132992327
1_4654,1,4.654e+19,6.22514705882353
1_4658,1,4.658e+19,6.63437340153452
1_4663,1,4.663e+19,6.67326086956522
1_4668,1,4.668e+19,6.32480818414322
1_4669,1,4.669e+19,6.32693094629156
1_4686,1,4.686e+19,7.35524296675192
1_4693,1,4.693e+19,7.35524296675192
1_4713,1,4.713e+19,7.35524296675192
1_4714,1,4.714e+19,7.35524296675192
1_4730,1,4.73e+19,7.35524296675192
1_4731,1,4.731e+19,7.35524296675192
1_4732,1,4.732e+19,7.34752173913044
1_4733,1,4.733e+19,7.35883631713555
1_4746,1,4.746e+19,7.35927749360614
